Duration (in seconds),LocationLatitude,LocationLongitude,QualtricsFraudScore,Age,Male,Female,NonBinary,CollegeEducation,Hispanic,White,Black,Native,Asian,AAPI,RaceNA,LibCon,IncomeUAS,ManipText,ControlText,GovEnvSpend,EnvReg,GovActionRisingTemps,Hopeful,Fearful,Sadness,Helplessness,Guilty,Optimistic,Skepticism,Angry,ImportantLeavePositiveLegacy,ImportantPositiveSocietyImpact,CareFutureGenerationsThoughts,ClimateImpactFutureGenerations,CandidateVote,Serious
92,39.839,-74.9621,0,73,,Female,,"Yes, I have a college degree",No,White,,,,,,2,200000,,,,,,,,,,,,,,,,,,,
22,33.0242,-85.072,0,29,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,2,60000,,,,,,,,,,,,,,,,,,,
48,39.0005,-76.9712,0,71,,Female,,"Yes, I have a college degree",Yes,,Black or African America,,,,,3,20000,,,,,,,,,,,,,,,,,,,
36,46.8524,-96.8121,0,69,,Female,,"No, I do not have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
35,42.3575,-83.2162,0,35,,Female,,"No, I do not have a college degree",No,,Black or African America,American Indian or Native Alaskan,,,,4,5000,,,,,,,,,,,,,,,,,,,
24,43.5336,-109.6304,0,28,Male,,,"Yes, I have a college degree",Yes,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
38,37.3388,-121.8916,35,63,Male,,,"No, I do not have a college degree",No,White,,,,,,3,100000,,,,,,,,,,,,,,,,,,,
722,42.4378,-71.2239,0,64,,Female,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
42,34.803,-86.9714,0,35,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
197,31.0065,-97.8406,0,82,,Female,,"Yes, I have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
68,35.8437,-86.3881,0,75,,Female,,"No, I do not have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
32,38.9095,-77.0436,0,48,,Female,,"No, I do not have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
78,37.9514,-86.7678,0,58,,Female,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
64,40.738,-73.9858,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,1,5000,,,,,,,,,,,,,,,,,,,
42,41.28,-73.8716,0,66,,Female,,"Yes, I have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
58,39.952,-75.1649,0,73,,Female,,"Yes, I have a college degree",No,White,,,,,,3,35000,,,,,,,,,,,,,,,,,,,
119,40.8881,-73.8414,0,42,,Female,,"No, I do not have a college degree",No,,Black or African America,,Asian,,,2,50000,,,,,,,,,,,,,,,,,,,
38,48.3597,-107.8743,20,71,,Female,,"Yes, I have a college degree",No,White,,,,,,2,75000,,,,,,,,,,,,,,,,,,,
28,41.8282,-83.8765,0,53,,Female,,"No, I do not have a college degree",No,White,,,,,,2,40000,,,,,,,,,,,,,,,,,,,
75,38.6142,-90.2921,0,54,,Female,,"Yes, I have a college degree",No,White,,,Asian,,,3,40000,,,,,,,,,,,,,,,,,,,
49,34.0672,-118.3016,0,72,,Female,,"Yes, I have a college degree",No,White,,,,,,3,75000,,,,,,,,,,,,,,,,,,,
349,36.7539,-119.7085,0,40,Male,,,"Yes, I have a college degree",Yes,White,,,,,,7,60000,,Great company and the best part of the day  for you is your house and health plan is better breakfast than the first day going so much better than fast enough to get put in the house and health plan for the day so far great company and the best part of the best is your day going so well hi there is that one of the delicious things you can do to help smart Way to get put in the best way to get put in a good time and will be there by then to get put on a bucket list and the best way to get put away sweetie gets ur own thing to meet you in the morning good morning great company and the best part of the best part of the best part is that I have to go to the best part of the best part of the best part of the best part is that I have to go to the store and the best part of the best part is that I have to go to the store and get put in my sister can I get it for a few days or two of my profile with ur own hair but u can do that for ur so I don't know I don't have you been single for a while now I don't have a good idea but u don't have to go to the store and get it for me and the best part of the best part is that I have to go to the store and get it for you and the best part of the best part is that I have to go to the store and get it for you and I can get it for you and I can get ,7,7,7,5,5,5,5,5,5,5,5,7,7,7,7,Donald Trump,Yes
29,35.9259,-85.4641,0,76,,Female,,"Yes, I have a college degree",No,White,,,,,,2,NA,,,,,,,,,,,,,,,,,,,
152,34.2529,-118.418,0,35,,Female,,"No, I do not have a college degree",Yes,White,Black or African America,,Asian,,,2,200000,,,,,,,,,,,,,,,,,,,
99,34.0414,-84.5053,0,64,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,30000,,,,,,,,,,,,,,,,,,,
103,42.9285,-83.6332,0,61,Male,,,"No, I do not have a college degree",No,White,,,,,,3,40000,,,,,,,,,,,,,,,,,,,
397,27.7045,-82.4338,0,59,,Female,,"Yes, I have a college degree",No,White,,,,,,5,75000,I would like to be remembered for the love and loyalty I showed to friends and family. I would like my students to remember a positive learning experience that not only increased their skills but also boosted their confidence. I would like to be remembered as someone who pointed others to the gospel of Jesus Christ.,,5,4,4,2,3,3,3,1,2,2,3,6,5,3,6,Prefer not to answer,Yes
59,32.7173,-117.157,0,55,,Female,,"No, I do not have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
1026,25.9289,-80.1827,0,57,Male,,,"Yes, I have a college degree",Yes,White,,,,,,7,150000,,"Cook sausage in a pan until browned, add oniins and peppers, snd seasoning. Cook for 5 morr minutes. Crack eggs and mix in a bowl. Begin whisking with a shot of cream or milk. Turn stiove to medium. Mix in precooked green onions, sausage, and seasoning... Scramble with a spatula. Raise to high until the eggs congeal and then turn to low. Serve with toasted bread.",1,1,1,4,1,1,1,1,5,5,1,7,5,6,1,Donald Trump,Yes
66,38.5569,-121.3627,5,76,,Female,,"No, I do not have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
218,28.3102,-81.6676,0,59,Male,,,"Yes, I have a college degree",No,White,,,,,,5,100000,"I want to be remembered for influencing my world for good. Most of all, I want to represent Jesus Christ, as He ministers to others through my hands and feet. I want it to be said about me that I was kind and compassionate, and spent my time and money making a difference in others' lives.

I most of all would like this to be said about those who are unfortunate in this life. I want to make their lives better in some way, and indeed to save lives that might otherwise be lost to drugs or suicide.

I would also like to be remembered as a great father, husband, and friend, to all those I have the privilege of relating to in those ways.",,4,3,3,3,2,2,3,2,3,2,1,5,5,5,4,Someone else,Yes
140,34.9889,-106.0609,0,66,,Female,,"No, I do not have a college degree",No,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
868,39.7391,-104.9866,0,81,,Female,,"Yes, I have a college degree",No,White,,,,,,5,75000,"The generation of your parents and grandparents was ride with confusion and descent. We learned.from our mistakes. We. Spent too many years treating those who needed help with programs called welfare. Then we went the  other way and called helping programs entitlements. That gave those who couldn't help themselves a false sense of power and the scism widened. You have learned that you have to take care of yourself before you can take care of others. You have learned that color is skin deep. You have learned the value in hard work. Remember your ancestors generation as one of mistakes  but learning from them Remember that generation as one which tried, pushed forward and left many blessing  for you",,4,5,4,1,2,3,2,2,1,3,3,4,4,4,7,Donald Trump,Yes
32,40.768,-73.981,0,75,Male,,,"No, I do not have a college degree",No,White,,,,,,2,200000,,,,,,,,,,,,,,,,,,,
405,21.4535,-158.0193,0,71,Male,,,"Yes, I have a college degree",No,White,,,,,,6,200000,,"Assemble tools (frying pan, spatula). Assemble ingredients (3 eggs, butter, pepper). Melt butter in pan. Crack eggs over pan so yolks are intact. Fry eggs. When they look done slide eggs onto plate and eat. Optional: Toast two slices bread and either use for dunking in eggs or place on plate so that eggs lie on top of toast. ",3,5,4,3,3,1,1,1,3,3,1,6,5,5,6,Donald Trump,Yes
381,47.6109,-122.3303,0,52,Male,,,"No, I do not have a college degree",No,White,,,,,,5,50000,"Being kind and loving, so much can be solved if there was more kindness and loving I don't know what else to say because I like to keep life simple not overcomplicate everything so seriously I don't know what else you expect me to say and at this point I'm about to bail on your survey because obviously you expect more than I am able to give ",,4,4,3,3,3,1,1,1,3,3,1,6,4,4,5,Donald Trump,Yes
423,41.4156,-81.9235,0,75,Male,,,"No, I do not have a college degree",No,White,,,,,,6,60000,That I came from a good family and that I've tried to raise my children in the same matter.  I've tried to live a good life with the ups and downs I've encountered.  I've made mistakes and tried to learn from them. I have a great family which includes My son and daughter with 9 grandchildren and 5 great grandchildren which I am blessed with. ,,3,4,5,3,1,3,3,2,3,3,2,4,4,1,4,Donald Trump,Yes
40,42.4422,-87.8396,0,73,Male,,,"Yes, I have a college degree",No,White,,,,,,3,150000,,,,,,,,,,,,,,,,,,,
27,39.7593,-104.9651,0,26,,Female,,"Yes, I have a college degree",Yes,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
49,41.1413,-81.3445,0,48,,Female,,"Yes, I have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
8,40.595,-75.5289,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
343,40.3119,-111.6959,0,40,,Female,,"Yes, I have a college degree",No,White,,,,,,5,100000,"I want to be remembered for leaving a legacy that includes spreading the gospel.  Children now and then should know that Jesus is your Lord and Savior.  Other things today cloud judgment and what is right and wrong.  So many people have either never had the chance to learn or have made an effort to turn away from Christianity for a variety of reasons.  Know you will not find peace and stop worrying without faith and a commitment to God. Maybe you do not want to stay in the same sector you were before or maybe you have resentment because of a church or family.  Do not let that cloud your thoughts and keep you from finding salvation.  Read yourself, seek new leaders to rely on, but do not turn away in an attempt to find something that is not real. I hope I can spread the word and help others find the peace and belonging I have.",,4,3,4,2,3,3,3,3,3,3,3,5,5,3,3,I did not vote,Yes
37,41.268,-96.1156,0,64,,Female,,"Yes, I have a college degree",No,White,,,,,,3,75000,,,,,,,,,,,,,,,,,,,
34,33.7147,-112.2401,0,66,Male,,,"Yes, I have a college degree",No,White,,,,,,2,200000,,,,,,,,,,,,,,,,,,,
46,42.9778,-87.891,0,30,,Female,,"Yes, I have a college degree",No,White,,,,,,1,75000,,,,,,,,,,,,,,,,,,,
56,33.2516,-111.7006,0,74,Male,,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
36,41.8986,-87.738,0,67,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,2,10000,,,,,,,,,,,,,,,,,,,
153,33.6816,-117.8302,0,43,Male,,,"Yes, I have a college degree",No,,,,Asian,,,2,200000,,,,,,,,,,,,,,,,,,,
25,39.9357,-75.1832,0,22,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,100000,,,,,,,,,,,,,,,,,,,
73,45.0139,-93.1545,0,65,,Female,,"Yes, I have a college degree",No,White,,,,,,2,30000,,,,,,,,,,,,,,,,,,,
40,21.293,-157.8268,0,67,Male,,,"Yes, I have a college degree",No,White,,,,,,3,200000,,,,,,,,,,,,,,,,,,,
90,35.4779,-94.2219,0,62,Male,,,"Yes, I have a college degree",No,White,,American Indian or Native Alaskan,,,,4,NA,,,,,,,,,,,,,,,,,,,
41,43.0191,-88.0158,0,63,,Female,,"Yes, I have a college degree",Yes,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
885,41.5965,-73.911,30,66,Male,,,"Yes, I have a college degree",No,White,,,,,,5,150000,,"  I prefer to eat cheese omletts for breakfeast.  In order to start we will need a small powl for mixing, slices of cheddar cheese, two large grade A eggs and salt and pepper, and ollive oil,  
  We start by breaking the eggs one at a tiime and placing them in the bowl.  Usiing a fork we will thoroughly beat the eggs until they are well mixed, no yellow streaks.  We then heat up a small, non-stick frying pan with a little ollive oil.  As the ollive oil heats up we place the cheese on a plate and microwave tjhe plate for about 45 seconds.  As the cheese melts we add the egg batter to the hot oiled frying pan.  As the egg cooks we add salt and pepper to taste and carefully stir the curds that are forming as the egg cooks.  When the egg is about 85% cooked we remove the pan from the heat and carefully form a flat patty with the cooking eggs.  With the omlette now formed we place the melted cheese ontop of the egg patty as a strip in the center perpendicular to the handle of the pan.  we then carefully fold the sides of the egg, one third at a time to form the omlette.  Presto, we are done and may eat the omlete.",7,7,7,2,5,5,5,4,1,5,5,6,7,7,7,Kamala Harris,Yes
650,32.4227,-85.0778,0,72,,Female,,"No, I do not have a college degree",No,White,,,,,,7,50000,,"Cooking eggs for breakfast is very simple. To begin with, crack eggs into a medium bowl. The next steps Add to a vary with taste. I like to add salt, pepper and shredded cheese. Add to a buttered, medium heated pan and scramble. Top these scrambled eggs with more cheese or other toppings, according to taste. Other variations could be to fry or make an omelet with onions and peppers. Also topping the omelet with other toppings like mushrooms, peppers ",1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,Donald Trump,Yes
30,26.6681,-81.7646,0,70,,Female,,"No, I do not have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
38,29.8636,-95.2054,0,49,,Female,,"Yes, I have a college degree",No,,,,Asian,,,4,NA,,,,,,,,,,,,,,,,,,,
50,40.1994,-74.7106,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
34,42.3564,-72.7006,0,58,,Female,,"No, I do not have a college degree",No,White,,,,,,2,35000,,,,,,,,,,,,,,,,,,,
128,37.6844,-122.438,0,63,Male,,,"No, I do not have a college degree",Yes,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
50,40.3909,-74.1153,0,67,Male,,,"Yes, I have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
34,35.1128,-89.9085,0,64,,Female,,"No, I do not have a college degree",No,White,,,,,,1,50000,,,,,,,,,,,,,,,,,,,
59,40.6568,-75.3912,0,59,,Female,,"No, I do not have a college degree",No,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
661,42.7603,-78.754,0,61,,Female,,"Yes, I have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
21,41.3296,-72.9678,0,28,Male,,,"Yes, I have a college degree",No,,Black or African America,,,,,4,7500,,,,,,,,,,,,,,,,,,,
28,29.0247,-80.9584,0,75,Male,,,"Yes, I have a college degree",No,White,,,,,,1,200000,,,,,,,,,,,,,,,,,,,
6,40.4325,-79.863,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
5,41.3137,-81.7246,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
11,34.0014,-84.0144,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
569,30.2437,-81.6149,0,79,Male,,,"Yes, I have a college degree",No,White,,,,,,5,100000,My military service of 26 years in the US Army.  I had two tours in Viet Nam. My wife and I have four wonderful boys who have all excelled.  I have served in Boy Scouts for 26 years.  Starting as a Cub Scout and ending up as a Scout Master and two of my boys are Eagle scouts.  While ib High school lettered in four sports. In 1963 I was the won the National Boys Championship for youth bowling.,,5,7,7,4,4,3,2,2,3,2,4,7,7,4,7,Kamala Harris,Yes
23,40.6832,-76.2113,0,65,Male,,,"Yes, I have a college degree",No,White,,,,,,3,100000,,,,,,,,,,,,,,,,,,,
38,42.3695,-83.4769,0,72,Male,,,"Yes, I have a college degree",No,White,,,,,,3,200000,,,,,,,,,,,,,,,,,,,
57,48.1789,-122.5181,0,87,Male,,,"Yes, I have a college degree",No,White,,,,,,3,75000,,,,,,,,,,,,,,,,,,,
24,30.3768,-97.8935,0,69,,Female,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
44,39.1059,-84.5047,0,70,Male,,,"Yes, I have a college degree",No,White,,,,,,3,NA,,,,,,,,,,,,,,,,,,,
61,37.7241,-88.9301,0,65,,Female,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
1055,35.5478,-87.552,0,72,Male,,,"Yes, I have a college degree",No,White,,,,,,5,150000,,"I would cook the eggs with some patience. I would crack the eggs over the pan and cook them over medium. I would cook them good and fine. I would crack the eggs and cook them good. I think I have talked enough about this before.When is enough.love the idea I have issued. The life is a good thing for you to believe.mmm

",3,4,4,2,1,2,3,4,3,1,2,4,3,2,2,Someone else,No
308,28.2062,-80.6874,0,66,,Female,,"Yes, I have a college degree",No,White,,,,,,6,100000,I want to be remembered for a being a good mom and grandma and a good teacher. I want to be remembered for my compassion and the love I gave to my family and students alike. I was passionate about my profession and always strive to be the best I could be. I was passionate about my children and made sure that they had a wonderful childhood full of many different experiences and opportunities.,,2,3,2,1,1,1,1,1,1,4,1,5,5,5,4,Donald Trump,Yes
85,26.6462,-81.8455,0,65,Male,,,"No, I do not have a college degree",No,White,,,,,,2,75000,,,,,,,,,,,,,,,,,,,
42,27.6991,-80.4443,0,73,Male,,,"No, I do not have a college degree",No,White,,,,,,4,15000,,,,,,,,,,,,,,,,,,,
43,35.2574,-111.9486,0,64,Male,,,"No, I do not have a college degree",No,,,,Asian,,,4,35000,,,,,,,,,,,,,,,,,,,
630,33.6926,-84.2509,0,18,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,5,NA,"In the future , I would like to be remembered by being the person that helped out whenever she could no matter what , even in the dark times my family and friends could count on me . I love so deeply, and I care about a lot of things , that most  people don't even think about . I've learned the way of life and I thank God for everything . He has blessed me and my family and for that I live to serve and commit to him . ",,7,4,7,4,2,3,1,1,1,2,1,7,7,7,5,Prefer not to answer,No
361,30.6293,-97.6687,25,72,Male,,,"No, I do not have a college degree",No,White,,,,,,6,40000,"I would like to be remembered by the good, positive attitude I tried to have. Looking for the solutions rather than focusing on just identifying problems. I mostly want to be thought of and remembered for my life of faith. My belief in God and the power of His Spirit through the sacrifice of His Son Jesus is all important to me.",,3,2,3,3,2,2,2,3,4,4,3,6,6,7,6,Donald Trump,Yes
703,29.8899,-98.4253,0,74,Male,,,"Yes, I have a college degree",No,White,,,,,,6,NA,,"Place a frying pan on the stove. In a separate bowl, remove two eggs from their shells and put them in the bowl, discard the shells. Using a fork, beat the eggs until the mixture is smooth, generally 1 to 2 minutes. Add about 2 teaspoons of cooking oil to the frying pan and turn on the burner under the frying pan. Add the egg mixture to the pan and slowly stir the mixture until it is no longer liquid. Mixture should not be runny. Remove the pan from the stove and shut off the burner. Transfer the scrambled eggs to a plate and serve.",2,2,2,2,1,1,1,1,2,5,1,5,5,3,2,Donald Trump,Yes
387,33.6647,-117.9663,0,66,Male,,,"Yes, I have a college degree",No,,,,Asian,,,7,100000,"i want to remember as a person who has cared for my family, which includes my wife and children.  I also want to be remembered as a person who has contributed to the science of mechanical integrity of the pipeline engineering, maintenance and repairs of all petroleum pipeline for all of Oil and Gas Industry in US.",,4,5,5,5,5,5,5,4,5,4,4,7,7,7,7,Donald Trump,Yes
316,26.2342,-80.0936,0,76,Male,,,"No, I do not have a college degree",No,White,,,,,,5,75000,"I would like to be remembered as a faithful husband, brother and friend.  I also would like to be remembered as honest and have a lot of integrity and tread everyone well and not discriminate at all against anyone.  I would also like to be remembered as a very good Catholic who is faithful to his God and Church and religion and attempt to improve myself every day or as often as I am able to. ",,1,1,1,1,1,1,1,1,5,3,1,4,4,5,1,Kamala Harris,Yes
27,36.0617,-79.8239,0,37,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,4,40000,,,,,,,,,,,,,,,,,,,
372,32.8266,-96.7888,0,62,Male,,,"Yes, I have a college degree",No,White,,,,,,6,100000,"I want to be remembered for my belief in two important things to always be true of. number 1 is everybody is born with the same thing, their good name, let's keep it, and number 2 is that a person's character is what they would do if they thought they would never be found out. If you keep true to this as I did, you will always be remembered as a good and true person, and people who follow these rules will always leave our world a better place. ",,3,1,1,4,1,1,2,1,5,2,1,7,7,6,3,Donald Trump,Yes
929,32.9569,-96.8317,0,40,,Female,,"Yes, I have a college degree",No,White,,,,,,6,200000,,"For one person, here are directions for cooking scrambled eggs. Crack two or three eggs into a bowl and throw away the shells. Pour half a teaspoon of milk into the bowl and whisk the egg mixture to blend the ingredients together. Place a few drops of oil in a pan and heat the pan on the stove at low to medium heat. When the pan is hot, pour the egg mixture into the pan and season with salt and pepper. Stir the eggs gently with a fork until they are set but not hard. The eggs should be fluffy. Remove them from the pan, place them on a plate or on a slice of toast, and enjoy your breakfast.",4,1,4,4,2,2,1,1,4,5,1,6,6,1,5,Donald Trump,Yes
409,30.415,-91.0773,0,67,Male,,,"Yes, I have a college degree",No,White,,,,,,6,150000,,"Put a pan on the stove.
Turn the heat to medium.
Put a tablespoon of butter in the pan.
Once the butter melts, crack 2 eggs and put them in the pan.
Sprinkle some pepper on the eggs.
When the white around the yellow egg yolks gets firm, flip the eggs over.
Turn the heat off.
After 1 minute, remove the eggs from the pan and put them on a plate.
Enjoy your breakfast eggs.",5,6,5,2,2,1,1,1,2,1,1,5,4,4,6,Kamala Harris,Yes
464,30.0822,-81.5498,0,34,,Female,,"Yes, I have a college degree",No,White,,,,,,6,NA,,"I put a pan on the stove and place a tablespoon of butter in it. I turn the stove on to medium heat to melt the butter. I crack two eggs into the pan and turn the heat down to low-medium. I slowly stir the eggs until they are scrambled, usually for 5 minutes. I place the eggs in a bowl and put salt and pepper on top. Enjoy!",7,3,3,1,1,1,1,1,1,5,1,7,7,7,3,Donald Trump,Yes
28,40.6002,-74.1469,0,57,Male,,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
45,25.9289,-80.1827,0,69,,Female,,"Yes, I have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
26,29.5593,-97.9631,0,70,Male,,,"Yes, I have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
7,32.421,-87.0212,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
252,40.7244,-73.6484,0,36,Male,,,"Yes, I have a college degree",No,White,,,,,,5,100000,i want to be remembered for writing award winning and best selling books and screenplays that entertain millions all over the country and world. i also want to be remembered for being well versed in all sorts of topics like tv film sports politics finance. i want to be remembered for being a good and decent person that left the world a little bit better off than when i found it.,,4,1,4,4,1,1,1,1,3,1,1,7,6,6,6,Donald Trump,Yes
32,40.9673,-73.8418,0,54,Male,,,"No, I do not have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
1145,41.7265,-87.5593,0,71,Male,,,"Yes, I have a college degree",No,White,,,,,,6,60000,I would like to be remembered as someone who put others first over my own goals. Having produced many program managers in my chosen profession. Remembered as an excellent instructor. Able to make very good decisions under stress. Being fiscally responsible. Making a difference in my community. Being someone others come to for advice.,,6,5,6,1,3,2,2,1,1,3,4,6,6,1,7,Kamala Harris,Yes
58,27.8957,-81.8118,0,60,Male,,,"Yes, I have a college degree",No,White,,,,,,1,25000,,,,,,,,,,,,,,,,,,,
74,27.6327,-80.4014,0,80,,,None of the above (please specify),"Yes, I have a college degree",No,White,Black or African America,,Asian,,,4,150000,,,,,,,,,,,,,,,,,,,
9,47.617,-117.361,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
319,37.0424,-78.4717,0,41,Male,,,"Yes, I have a college degree",No,White,,,,,,1,150000,,,,,,,,,,,,,,,,,,,
70,39.2874,-80.3419,5,57,,Female,,"No, I do not have a college degree",No,White,,,,,,4,5000,,,,,,,,,,,,,,,,,,,
40,40.183,-74.911,0,70,,Female,,"Yes, I have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
73,38.1405,-85.6936,5,70,,Female,,"Yes, I have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
30,37.353,-79.1557,0,37,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,4,25000,,,,,,,,,,,,,,,,,,,
49,44.7499,-93.2081,0,76,,Female,,"Yes, I have a college degree",No,White,,,,,,1,150000,,,,,,,,,,,,,,,,,,,
30,42.1429,-87.9549,0,61,,Female,,"Yes, I have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
9,37.4367,-82.801,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
31,36.9201,-76.2122,0,80,Male,,,"Yes, I have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
71,45.3779,-122.6201,0,72,,Female,,"Yes, I have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
39,37.1661,-93.2458,0,61,Male,,,"Yes, I have a college degree",No,White,,,,,,2,35000,,,,,,,,,,,,,,,,,,,
63,46.2166,-116.0329,0,77,Male,,,"No, I do not have a college degree",No,White,,,,,,3,60000,,,,,,,,,,,,,,,,,,,
65,44.8769,-93.2535,0,76,Male,,,"Yes, I have a college degree",No,,Black or African America,,,,,1,50000,,,,,,,,,,,,,,,,,,,
444,32.0388,-81.1219,0,67,Male,,,"No, I do not have a college degree",No,White,,,,,,6,35000,"I hope to be remembered as fun loving, compassionate and caring as well as a follower of Jesus Christ. I am writing to share my personal testimony of how living a Christian life has profoundly impacted and transformed me. Before embracing my faith, I felt lost and adrift in a world that seemed devoid of meaning and purpose. I searched for fulfillment in fleeting pleasures and material possessions, but these pursuits left me feeling empty and unfulfilled.

However, everything changed when I encountered the love of Christ. Through the teachings of the Bible and the guidance of fellow believers, I came to realize that my true identity and purpose were found in my relationship with God. I learned that I was created with a unique plan and destiny, and that by surrendering my life to Christ, I could experience a life filled with joy, peace, and fulfillment.

Embracing a Christian life has not been without its challenges. I have faced trials and temptations that have tested my faith. But through it all, I have learned to rely on God's strength and guidance. I have discovered that even in the midst of adversity, God is always present, offering comfort, hope, and unwavering love.

Living a Christian life has also taught me the importance of humility, forgiveness, and compassion. I have learned to see others through the eyes of Christ, recognizing their inherent worth and dignity. I strive to extend grace and mercy to those around me, just as God has extended grace and mercy to me.

One of the greatest blessings of living a Christian life has been the sense of community and belonging that I have found in the church. I have been surrounded by fellow believers who have encouraged me, supported me, and challenged me to grow in my faith. Together, we have shared in the joys and sorrows of life, knowing that we are all part of something bigger than ourselves.

Living a Christian life is not merely a set of rules or rituals. It is a transformative journey of faith, marked by a deep and personal relationship with God. It is a life characterized by love, joy, peace, patience, kindness, goodness, faithfulness, gentleness, and self-control. These qualities, known as the fruits of the Spirit, are the evidence of God's work in my life.

I am grateful for the opportunity to share my testimony with you. It is my hope that my story will inspire you to seek out a relationship with Christ and discover the incredible love and grace that He has to offer.",,1,1,1,5,1,1,1,1,5,1,1,4,4,4,1,Donald Trump,Yes
75,40.768,-73.981,0,72,,Female,,"No, I do not have a college degree",No,White,,,,,,1,NA,,,,,,,,,,,,,,,,,,,
58,40.4286,-84.9909,0,65,Male,,,"Yes, I have a college degree",No,White,,,,,,3,75000,,,,,,,,,,,,,,,,,,,
42,35.2701,-81.5306,0,70,Male,,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
129,39.3343,-76.4394,0,76,,Female,,"No, I do not have a college degree",No,White,,,,,,2,25000,,,,,,,,,,,,,,,,,,,
137,40.7706,-80.3576,0,60,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
102,43.8136,-90.5279,0,56,,Female,,"No, I do not have a college degree",No,White,,,,,,4,35000,,,,,,,,,,,,,,,,,,,
815,42.2555,-71.7719,0,61,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,6,200000,,"YOU PUT THE RAW EGGS INTO A BOWL OF WATER. LIGHT YOUR STOVE AND PUT IT ON A STOVE FOR 15 MINUTES. WATCH THE STOVE TILL IT BEGINS BOILING. CONTINUE TO KEEP AN EYE ON IT IT BOILS FOR 15 MINUTES. DO NOT KEEP ON THE STOVE TO BOIL FOR MORE THAN 15 MINUTES. OTHERWISE, ALL THE NUTRIENTS WILL BE DAMAGED. YOU WILL POUR AWAY THE HOT WATER AND RUN IT UNDER COLD WATER AND SERVE. ",6,6,5,4,5,5,4,3,4,2,4,5,6,6,6,Kamala Harris,Yes
